,index,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
3536,7056,Kabrastan,1988,135.0,Horror,3.7,27,Mohan Bhakri,Hemant Birje,Kamna,Javed Khan
3537,7057,Kabrastan,2000,109.0,Horror,3.1,16,Ramesh U. Lakhiani,Amit Kapoor,Satnam Kaur,Shehzad Khan
3538,7058,Kabul Express,2006,105.0,"Adventure, Comedy, Drama",6.8,3181,Kabir Khan,John Abraham,Arshad Warsi,Salman Shahid
3539,7059,Kabuliwala,1961,95.0,Drama,7.8,317,Hemen Gupta,Balraj Sahni,Baby Sonu,Usha Kiran
3540,7061,Kabzaa,1988,143.0,"Action, Crime, Drama",5.9,185,Mahesh Bhatt,Raj Babbar,Sanjay Dutt,Amrita Singh
3541,7062,Kaccha Limboo,2011,141.0,"Comedy, Family",6.4,88,Sagar Ballary,Muntazir Ahmad,Karan Bhanushali,Bhairavi Goswami
3542,7063,Kacha Chor,1977,133.43912352005654,Drama,4.4,7,Jambulingam,Randhir Kapoor,Rekha,Som Dutt
3543,7064,Kachche Dhaage,1999,144.0,"Action, Drama, Thriller",6.0,1428,Milan Luthria,Ajay Devgn,Saif Ali Khan,Manisha Koirala
3544,7065,Kachche Heere,1982,133.43912352005654,Action,5.3,27,Narendra Bedi,Feroz Khan,Reena Roy,Danny Denzongpa
3545,7069,Kachchi Sadak,2006,145.0,"Action, Drama",6.1,34,Sanjay D. Singh,Rahul Singh,Parmita Katkar,Tinnu Anand
3546,7073,Kadakh,2019,108.0,"Comedy, Drama, Thriller",7.0,1381,Rajat Kapoor,Ranvir Shorey,Mansi Multani,Palomi Ghosh
3547,7075,Kadal Meengal,1981,137.0,Drama,6.6,76,G.N. Rangarajan,Kamal Haasan,Sujatha,Ambika
3548,7076,Kadamban,2017,142.0,"Action, Adventure, Drama",5.3,417,N. Ragavan,Arya,Catherine Tresa,Deepraj Rana
3549,7078,Kadambari,1976,133.43912352005654,"Drama, Romance",6.4,7,Hk Verma,Shabana Azmi,Vijay Arora,Chand Usmani
3550,7080,Kadhal Desam,1996,158.0,"Comedy, Drama, Romance",6.8,458,Kathir,Abbas,S.P. Balasubrahmanyam,Chaplin Balu
3551,7081,Kadhal Mannan,1998,135.0,"Drama, Romance",7.1,789,Saran,Ajith Kumar,Maanu,M.S. Viswanathan
3552,7082,Kadke Kamal Ke,2019,136.0,Comedy,6.8,5,Laxman Singh,Aaryan Adhikari,Neeta Dhungana,Rajpal Yadav
3553,7083,Kadvi Hawa,2017,95.0,Drama,8.1,985,Nila Madhab Panda,Nilamadhab Panda,Sanjay Mishra,Ranvir Shorey
3554,7084,Kafan,1990,147.0,Horror,5.8,48,Dhirendra Bohra,Javed Khan,Jamuna,Viju Khote
3555,7087,Kagaar: Life on the Edge,2003,150.0,"Crime, Drama",5.7,50,N. Chandra,Om Puri,Nandita Das,Amitabh Dayal
3556,7088,Kahaani,2012,122.0,"Mystery, Thriller",8.1,59060,Sujoy Ghosh,Vidya Balan,Parambrata Chattopadhyay,Indraneil Sengupta
3557,7089,Kahaani 2,2016,127.0,"Mystery, Thriller",6.6,5159,Sujoy Ghosh,Vidya Balan,Arjun Rampal,Jugal Hansraj
3558,7090,Kahaani Gudiya Ki...: True Story of a Woman,2008,112.0,"Biography, Drama",5.8,32,Prabhakar Shukla,Divya Dutta,Arif Zakaria,Rajpal Yadav
3559,7092,Kahan Hai Kanoon,1989,131.0,Action,6.9,7,Deepak Balraj Vij,Sadashiv Amrapurkar,Anand Balraj,Sudhir Dalvi
3560,7094,Kahan Ho Tum,2003,133.43912352005654,"Drama, Family",3.9,22,Vijay Kumar,Ishita Arun,Samir Soni,Sharman Joshi
3561,7098,Kahan Kahan Se Guzar Gaya,1981,133.43912352005654,Drama,5.3,11,M.S. Sathyu,Masood Akhtar,Ajoy Bannerjee,Enakshi Bannerjee
3562,7101,Kahani Ek Chor Ki,1981,138.0,"Action, Crime",5.2,9,S. Ramanathan,Asrani,Master Bhagwan,Chandrashekhar
3563,7104,Kahani Hum Subb Ki,1973,133.43912352005654,"Drama, Romance",3.1,9,Rajkumar Kohli,Mala Sinha,Om Prakash,Arun Chopra
3564,7106,Kahani Kismat Ki,1973,131.0,"Action, Drama",6.0,90,Arjun Hingorani,Dharmendra,Rekha,Ajit
3565,7107,Kahani Kismat Ki,1999,133.43912352005654,Action,4.9,8,Farogh Siddique,Laxmikant Berde,Mithun Chakraborty,Shama Deshpande
3566,7114,Kahin Aur Chal,1968,133.43912352005654,Drama,6.9,14,Vijay Anand,Dev Anand,Asha Parekh,Shubha Khote
3567,7115,Kahin Din Kahin Raat,1968,165.0,"Action, Crime, Thriller",5.6,14,Darshan Sabharwal,Biswajit Chatterjee,Sapana,Pran
3568,7116,Kahin Hai Mera Pyar,2014,138.0,"Drama, Musical, Romance",5.7,18,Mahesh Vaijnath Doijode,Manas Das,Eesha Agarwal,Gajendra Chauhan
3569,7117,Kahin Pyaar Na Ho Jaaye,1963,120.0,Comedy,7.5,24,Kalpataru,Shakila,Mehmood,Om Prakash
3570,7118,Kaho Naa... Pyaar Hai,2000,172.0,"Action, Musical, Romance",6.9,14186,Rakesh Roshan,Hrithik Roshan,Ameesha Patel,Anupam Kher
3571,7119,Kahtey Hain Mujhko Raja,1975,133.43912352005654,"Action, Family",5.2,21,Biswajit Chatterjee,Dharmendra,Biswajit Chatterjee,Hema Malini
3572,7120,Kai Kodukkam Kai,1984,131.0,"Action, Drama",6.3,75,J. Mahendran,Chinnijayanth,Y.G. Mahendran,Rajinikanth
3573,7121,Kai Po Che,2013,120.0,"Drama, Sport",7.8,34048,Abhishek Kapoor,Amit Sadh,Sushant Singh Rajput,Rajkummar Rao
3574,7124,Kairee,1999,93.0,Drama,5.4,104,Amol Palekar,Yogita Deshmukh,Shilpa Navalkar,Mohan Gokhale
3575,7125,Kaisay Kahein...,2007,123.0,"Drama, Romance",6.2,54,Mohit Hussein,Rajvirr Singh,Neha Julka,Aditi Govitrikar
3576,7127,Kaise Kahoon,1964,133.43912352005654,Drama,6.6,11,Atma Ram,Biswajit Chatterjee,Nanda,Om Prakash
3577,7129,Kaise Kahoon Ke... Pyaar Hai,2003,133.43912352005654,"Crime, Romance",3.3,34,Anil Kumar Sharma,Amit Hingorani,Sharbani Mukherjee,Dharmendra
3578,7132,Kaise Kaise Rishte,1993,133.43912352005654,Romance,4.9,7,Akash Mehra,Ayesha Jhulka,Shahbaaz Khan,Vikas Anand
3579,7135,Kajarya,2013,132.0,Drama,6.6,131,Madhureeta Anand,Meenu Hooda,Ridhima Sud,Kuldeep Ruhil
3580,7136,Kajraare,2010,112.0,"Crime, Drama, Romance",2.8,404,Pooja Bhatt,Himesh Reshammiya,Sara Loren,Amrita Singh
3581,7140,Kaksparsh,2012,140.0,"Drama, Family, History",7.9,779,Mahesh Manjrekar,Sachin Khedekar,Priya Bapat,Abhijit Kelkar
3582,7141,Kal Aaj Aur Kal,1971,156.0,"Family, Musical, Romance",6.9,308,Randhir Kapoor,Prithviraj Kapoor,Raj Kapoor,Babita Kapoor
3583,7142,Kal Hamara Hai,1959,127.0,Drama,6.7,18,S.K. Prabhakar,Madhubala,Bharat Bhushan,Jayant
3584,7144,Kal Hamara Hai,2016,133.43912352005654,Drama,5.9,9,Dhruv Lather,Shivangi Bhayana,Tarun Gahlot,Himanshu Kohli
3585,7145,Kal Ho Naa Ho,2003,186.0,"Comedy, Drama, Musical",7.9,64972,Nikkhil Advani,Preity Zinta,Shah Rukh Khan,Saif Ali Khan
3586,7146,Kal Ki Awaz,1992,162.0,Action,6.2,65,B.R. Chopra,Ravi Chopra,Dharmendra,Raj Babbar
3587,7149,Kal Kissne Dekha,2009,134.0,"Action, Crime, Romance",3.6,435,Vivek Sharma,Jackky Bhagnani,Nushrat Bharucha,David Bueno
3588,7153,Kal: Yesterday and Tomorrow,2005,120.0,"Drama, Mystery, Thriller",6.3,111,Ruchi Narain,Shiney Ahuja,Murad Ali,Ahmed Chaudhary
3589,7154,Kala Aadmi,1960,140.0,"Action, Drama, Mystery",6.0,7,Ved-Madan,Ashok Kumar,Shyama,Johnny Walker
3590,7155,Kala Bazaar,1989,160.0,"Action, Drama",5.5,203,Rakesh Roshan,Anil Kapoor,Jackie Shroff,Farha Naaz
3591,7156,Kala Bazar,1960,163.0,"Crime, Drama, Musical",7.4,262,Vijay Anand,Dev Anand,Waheeda Rehman,Nanda
3592,7161,Kala Coat,1993,133.43912352005654,"Action, Crime, Drama",3.3,6,Mehmood Khan,Kapil Karzan,Meera Madhuri,Bandini Mishra
3593,7163,Kala Dhanda Goray Log,1986,158.0,"Drama, Family",5.7,35,Sanjay Khan,Sunil Dutt,Sanjay Khan,Anita Raj
3594,7170,Kala Pani,1958,164.0,"Crime, Musical, Romance",7.1,277,Raj Khosla,Dev Anand,Madhubala,Nalini Jaywant
3595,7171,Kala Pani,1980,126.0,Action,5.6,16,Shibu Mitra,Shashi Kapoor,Neetu Singh,Bindu
3596,7176,Kala Suraj,1985,133.43912352005654,"Action, Drama",4.3,6,Desh Gautam,Shatrughan Sinha,Sulakshana Pandit,Rakesh Roshan
3597,7179,Kalaakaar,1983,133.43912352005654,"Family, Romance",6.2,76,P. Sambasiva Rao,Kunal Goswami,Sridevi,Rakesh Bedi
3598,7180,Kalabaaz,1977,145.0,"Action, Adventure, Drama",6.4,29,Ashok Roy,Dev Anand,Zeenat Aman,Pradeep Kumar
3599,7181,Kalaignan,1993,143.0,"Action, Drama, Thriller",6.3,221,G.B. Vijay,Kamal Haasan,Bindiya,Farheen
3600,7186,Kalank,2019,166.0,"Drama, Romance",3.6,11873,Abhishek Varman,Varun Dhawan,Alia Bhatt,Madhuri Dixit
3601,7192,Kali Ganga,1990,133.43912352005654,Action,4.0,16,Raj N. Sippy,Dimple Kapadia,Suresh Oberoi,Govinda
3602,7193,Kali Ghata,1951,145.0,"Drama, Romance",6.3,9,Kishore Sahu,Kishore Sahu,Bina Rai,Asha Mathur
3603,7194,Kali Ghata,1980,131.0,"Romance, Thriller, Mystery",5.8,33,Ved Rahi,Shashi Kapoor,Rekha,Danny Denzongpa
3604,7196,Kali Salwaar,2002,112.0,Drama,6.2,95,Fareeda Mehta,Sadiya Siddiqui,Irrfan Khan,Surekha Sikri
3605,7197,Kali Topi Lal Rumal,1959,129.0,"Musical, Romance",5.7,15,Tara Harish,Shakila,Chandrashekhar,Agha
3606,7200,Kalichaat,2018,70.0,Drama,8.0,6,Sudhanshu Sharma,Prakash Deshmukh,Virendra Kumar Nathenial,Geetika Shyam
3607,7201,Kalicharan,1976,143.0,"Action, Adventure, Crime",6.7,251,Subhash Ghai,Shatrughan Sinha,Reena Roy,Ajit
3608,7202,Kalicharan,1998,133.43912352005654,Action,4.9,11,Imran Khalid,Ishrat Ali,Monica Bedi,Bob Christo
3609,7203,Kalidas,1931,133.43912352005654,"Drama, History, Musical",6.2,12,H.M. Reddy,T.P. Rajalakshmi,P.G. Venkatesan,L.V. Prasad
3610,7206,Kalka,1983,133.43912352005654,Drama,6.0,8,Loksen Lalvani,Shatrughan Sinha,Raj Babbar,Rameshwari
3611,7208,Kalloori Vaasal,1996,135.0,"Comedy, Romance",5.1,159,Pavithran,Ajith Kumar,Prashanth,Pooja Bhatt
3612,7211,Kalpana,1960,133.43912352005654,Romance,7.1,19,R.K. Rakhan,Ashok Kumar,Padmini,Ragini
3613,7212,Kalpana,1948,122.0,Musical,6.7,39,Uday Shankar,Lakshmi Kanta,Usha Kiran,Lalitha
3614,7214,Kalsandhya,1997,124.0,Drama,7.2,13,Bhabendra Nath Saikia,Hemen Barman,Munin Barua,Mridula Baruah
3615,7217,Kalyug,1981,152.0,Drama,7.8,501,Shyam Benegal,Shashi Kapoor,Rekha,Raj Babbar
3616,7218,Kalyug,2005,126.0,"Action, Crime, Drama",6.5,2566,Mohit Suri,Kunal Khemu,Deepal Shaw,Smiley Suri
3617,7221,Kalyug Aur Ramayan,1987,133.43912352005654,Drama,4.4,53,Babubhai Mistry,Manoj Kumar,Rajiv Goswami,Madhavi
3618,7223,Kalyug Ke Avtaar,1995,133.43912352005654,"Action, Romance",3.2,13,Shyam Ralhan,Jeetendra,Reena Roy,Madhoo
3619,7226,Kama Sundari,2001,130.0,Thriller,5.2,17,Balvinder Sandhu,Monica Castelino,Nagesh Bhonsle,Satyendra Kapoor
3620,7229,Kamaal Dhamaal Malamaal,2012,148.0,"Comedy, Drama",4.1,750,Priyadarshan,Nana Patekar,Shreyas Talpade,Om Puri
3621,7234,Kamasutra 3D,2013,110.0,"Drama, Romance",6.5,510,Rupesh Paul,Mohan Kapur,Abha Paul,Makrand Deshpande
3622,7235,Kambakkht Ishq,2009,142.0,"Action, Comedy, Romance",3.9,6741,Sabir Khan,Sylvester Stallone,Denise Richards,Brandon Routh
3623,7240,Kaminey,2009,130.0,"Action, Crime, Drama",7.4,16640,Vishal Bhardwaj,Shahid Kapoor,Priyanka Chopra Jonas,Deb Mukherjee
3624,7243,Kamla,1984,120.0,Drama,7.1,55,Jag Mundhra,Shabana Azmi,Deepti Naval,Marc Zuber
3625,7244,Kamla Ki Maut,1989,95.0,Drama,7.2,212,Basu Chatterjee,Pankaj Kapur,Supriya Pathak,Roopa Ganguly
3626,7251,Kamsin: The Untouched,1997,88.0,Drama,5.1,12,Amit Suryavanshi,Birbal,K.K. Goswami,Jyoti
3627,7252,Kan Kan Men Bhagwan,1963,124.0,"Adventure, Drama, Fantasy",5.8,10,Babubhai Mistry,Anita Guha,Mahipal,Ram Singh
3628,7254,Kanave Kalaiyadhe,1999,157.0,"Action, Drama",6.0,22,V. Gowthaman,Sabitha Anand,Charlie,Chinnijayanth
3629,7256,Kanch Ki Gudiya,1961,133.43912352005654,"Drama, Family",4.7,7,Harnam Singh Rawail,Manoj Kumar,Sayeeda Khan,Shubha Khote
3630,7261,Kandy Twist,2019,113.0,Drama,8.2,8,Shiva Rindani,Dinero Ash,Pari Chaudhary,Greg de Sousa
3631,7262,Kaneez,1949,140.0,"Drama, History",6.2,5,Krishna Kumar,Munawwar Sultana,Shyam,Urmila
3632,7264,Kangan,1959,144.0,Mystery,6.8,9,Nanabhai Bhatt,Nirupa Roy,Ashok Kumar,Purnima
3633,7265,Kangan,1971,139.0,Drama,6.6,16,K.B. Tilak,Ashok Kumar,Mala Sinha,Sanjeev Kumar
3634,7266,Kanhaiya,1959,175.0,"Romance, Drama, Family",6.7,45,Om Prakash,Raj Kapoor,Nutan,Lalita Pawar
3635,7267,Kanhaiyaa,1981,133.43912352005654,"Action, Crime, Drama",5.4,5,Khalid Sami,Master Amit,Master Chaitanya,Asha Chandra
3636,7270,Kanmani,1994,137.0,"Drama, Romance",3.7,7,R.K. Selvamani,Jaishankar,Mansoor Ali Khan,Lakshmi
3637,7271,Kannan Varuvaan,2000,135.0,Romance,5.8,39,Sundar C.,Karthik,Mantra,Divyaa Unni
3638,7273,Kanoon,1960,150.0,"Drama, Crime, Mystery",7.9,415,B.R. Chopra,Rajendra Kumar,Ashok Kumar,Nanda
3639,7274,Kanoon,1994,104.0,"Action, Drama",3.1,135,Sushma Shiromani,Ajay Devgn,Urmila Matondkar,Kiran Kumar
3640,7275,Kanoon Apna Apna,1989,162.0,"Action, Crime, Drama",5.6,146,Gopal B.,Dilip Kumar,Nutan,Sanjay Dutt
3641,7282,Kanoon Ki Hathkadee,1988,133.43912352005654,Action,4.0,9,K. Bapaiah,Sridevi,Krishna,Gummadi
3642,7285,Kanoon Ki Zanjeer,1990,133.43912352005654,"Action, Crime",4.2,11,P. Lakshman,Dharmendra,Jaya Prada,Raj Babbar
3643,7286,Kanoon Kya Karega,1984,133.43912352005654,Thriller,6.2,45,Mukul Anand,Suresh Oberoi,Deepti Naval,Iftekhar
3644,7287,Kanoon Meri Mutthi Mein,1984,133.43912352005654,Action,6.6,5,Chand,K. Prasad,Raj Babbar,Parveen Babi
3645,7290,Kanpuriye,2019,103.0,Drama,6.3,1098,Ashish Aryan,Aparshakti Khurana,Divyendu Sharma,Vijay Raaz
3646,7291,Kanwarlal,1988,150.0,"Action, Drama",4.6,18,S.S. Ravichandra,Salma Agha,Arjun,Raj Babbar
3647,7295,Kanyadaan,1968,149.0,"Drama, Romance",7.3,78,Mohan Segal,Asha Parekh,Shashi Kapoor,Sayeeda Khan
3648,7296,Kanyadaan,2017,114.0,Drama,6.9,17,Akshay Dinesh Vaishnav,Deepika Amin,Mrinmayee Godbole,Darshan Jariwala
3649,7299,Kaphal: Wild Berries,2013,90.0,"Action, Adventure, Drama",8.2,45,Batul Mukhtiar,Hema Bisht,Ramkishan Choyal,Subrat Dutta
3650,7300,Kapoor & Sons,2016,132.0,"Comedy, Drama, Family",7.7,23991,Shakun Batra,Rishi Kapoor,Rajat Kapoor,Ratna Pathak Shah
3651,7302,Karam,2005,117.0,"Action, Crime, Drama",5.5,1324,Sanjay F. Gupta,John Abraham,Priyanka Chopra Jonas,Bharat Dabholkar
3652,7303,Karamati Coat,1993,86.0,"Comedy, Family, Fantasy",7.1,182,Ajay Karthik,Prachi Save,Swapnesh Sawant,Vikram Acharya
3653,7304,Karamdaata,1986,133.43912352005654,Drama,5.7,21,Shashilal K. Nair,Shammi Kapoor,Mithun Chakraborty,Amrita Singh
3654,7306,Karan,1994,120.0,Action,4.0,23,Shiv Kumar,Virender Razdan,Prem Chopra,Balwant Dullat
3655,7307,Karan Arjun,1995,175.0,"Action, Drama, Fantasy",6.8,13394,Rakesh Roshan,Rakhee Gulzar,Salman Khan,Shah Rukh Khan
3656,7308,Karar: The Deal,2014,115.0,Thriller,4.2,64,Sabir,Mahek Chahal,Tarun Arora,Shashi Wadia
3657,7309,Karate,1983,127.0,"Action, Drama, Musical",6.2,56,Deb Mukherjee,Mithun Chakraborty,Deb Mukherjee,Kaajal Kiran
3658,7312,Kareeb,1998,145.0,"Drama, Romance",6.5,1094,Vidhu Vinod Chopra,Bobby Deol,Shabana Raza,Abhay Chopra
3659,7314,Karim Mohammed,2018,99.0,Drama,4.8,30,Pawan Kumar Sharma,Alka Amin,Veer Gujjar,Rajesh Jais
3660,7315,Karishma Kali Kaa,1990,133.43912352005654,Horror,4.1,13,Ashok Punjabi,Amrita Singh,Shatrughan Sinha,Urmila Bhatt
3661,7317,Karishma Kudrat Kaa,1985,185.0,"Action, Drama",6.1,57,Sunil Hingorani,Rati Agnihotri,Urmila Bhatt,Mithun Chakraborty
3662,7319,Karishmaa,1984,130.0,"Crime, Thriller",6.5,43,I.V. Sasi,Kamal Haasan,Reena Roy,Tina Ambani
3663,7320,Karle Pyaar Karle,2014,110.0,"Action, Romance",2.7,128,Rajesh Pandey,Shiv Darshan,Hasleen Kaur,Aham Sharma
3664,7322,Karm,1977,156.0,"Drama, Family",6.7,72,B.R. Chopra,Rajesh Khanna,Vidya Sinha,Shabana Azmi
3665,7324,Karma,1986,193.0,"Action, Adventure, Drama",7.4,1946,Subhash Ghai,Dilip Kumar,Nutan,Naseeruddin Shah
3666,7328,"Karma, Confessions and Holi",2009,110.0,Drama,2.9,125,Manish Gupta,Rati Agnihotri,Armin Amiri,Kulraaj Anand
3667,7329,Karma: Crime. Passion. Reincarnation,2008,97.0,"Crime, Drama, Mystery",5.0,105,M.R. Shahjahan,Alma S. Grey,Carl Weyant,Vijayendra Ghatge
3668,7330,Karmayogi,1978,133.43912352005654,"Action, Drama",6.0,42,Ram Maheshwari,Mala Sinha,Raaj Kumar,Jeetendra
3669,7332,Karmveer,1980,133.43912352005654,Action,7.6,15,Mohan Babu,Sarath Babu,Anjali Devi,Jayamalini
3670,7334,Karmyoddha,1992,133.43912352005654,"Action, Drama",6.2,22,Dayal Nihalani,Raj Babbar,Dimple Kapadia,Javed Jaffrey
3671,7335,Karmyudh,1985,130.0,Action,4.4,16,Swaroop Kumar,Mithun Chakraborty,Anita Raj,Pran
3672,7341,Karobaar: The Business of Love,2000,180.0,"Drama, Romance",4.4,237,Rakesh Roshan,Juhi Chawla,Anil Kapoor,Rishi Kapoor
3673,7344,Kartavya,1995,133.43912352005654,"Action, Drama, Thriller",5.0,58,Raj Kanwar,Sanjay Kapoor,Juhi Chawla,Moushumi Chatterjee
3674,7345,Kartavya,1979,168.0,"Action, Drama",7.0,55,Mohan Segal,Dharmendra,Rekha,Nirupa Roy
3675,7347,Karthik Calling Karthik,2010,135.0,"Drama, Mystery, Romance",7.1,11005,Vijay Lalwani,Farhan Akhtar,Deepika Padukone,Ram Kapoor
3676,7348,Kartoos,1999,124.0,"Action, Thriller",5.1,514,Mahesh Bhatt,Sanjay Dutt,Jackie Shroff,Manisha Koirala
3677,7350,Kartooz,2014,97.0,"Action, Adventure",3.0,7,Panna Hossain,Faruque Azam,Anindita Chatterjee,Sumita Chatterjee
3678,7352,Karunamayudu,1978,160.0,"Biography, Drama, Family",7.7,37,A. Bhimsingh,Christopher Coelho,Chandramohan,Rajasulochana
3679,7355,Karwaan,2018,114.0,"Adventure, Comedy, Drama",7.6,13986,Akarsh Khurana,Irrfan Khan,Dulquer Salmaan,Mithila Palkar
3680,7358,Karwat,1982,133.43912352005654,Action,3.8,5,Anil Ganguly,Mithun Chakraborty,Bindiya Goswami,Sujit Kumar
3681,7359,Karz,1980,159.0,"Action, Musical, Romance",7.5,2146,Subhash Ghai,Rishi Kapoor,Tina Ambani,Simi Garewal
3682,7360,Karz Chukana Hai,1991,133.43912352005654,Drama,5.5,95,Vimal Kumar,Govinda,Juhi Chawla,Raj Kiran
3683,7361,Karz: The Burden of Truth,2002,173.0,"Action, Crime, Drama",3.9,390,Harry Baweja,Sunny Deol,Sunil Shetty,Shilpa Shetty Kundra
3684,7362,Karzzzz,2008,142.0,"Action, Drama, Musical",2.1,1238,Satish Kaushik,Himesh Reshammiya,Urmila Matondkar,Shweta Kumar
3685,7363,Kasaai,2019,96.0,Drama,6.6,29,Gajendra Shanker Shrotriya,Raman Atre,Ashok Banthia,Amit Bimrot
3686,7364,Kasak,1992,150.0,"Drama, Romance",5.1,27,K. Bapaiah,Aparajita,Asrani,Laxmikant Berde
3687,7365,Kasak,2005,107.0,Drama,4.5,63,Rajiv Babbar,Lucky Ali,Meera,Puneet Issar
3688,7366,Kasam,1988,157.0,"Action, Drama, Romance",5.1,53,Umesh Mehra,Master Bunty,Sudhir Dalvi,Ketki Dave
3689,7367,Kasam,2001,133.43912352005654,"Action, Drama",2.9,105,Shibu Mitra,Naseeruddin Shah,Sunny Deol,Chunky Panday
3690,7370,Kasam Bhawani Ki,1981,133.43912352005654,Action,6.4,5,Chand,M. Maroof,Yogeeta Bali,Vijayendra Ghatge
3691,7376,Kasam Khoon Ki,1977,133.43912352005654,"Action, Thriller",5.3,10,Ashok Roy,Jeetendra,Sulakshana Pandit,Asrani
3692,7377,Kasam Paida Karne Wale Ki,1984,145.0,"Action, Drama",5.7,131,Babbar Subhash,Mithun Chakraborty,Smita Patil,Salma Agha
3693,7378,Kasam Suhag Ki,1989,133.43912352005654,"Action, Crime, Drama",4.9,21,Mohan Segal,Dharmendra,Rekha,Suresh Oberoi
3694,7380,Kasam Teri Kasam,1993,156.0,"Drama, Romance",4.3,15,Raman Kumar,Krishan Kumar,Kanchan,Kunickaa Sadanand
3695,7382,Kasam Vardi Kee,1989,133.43912352005654,"Action, Crime",4.3,13,Shibu Mitra,Jeetendra,Bhanupriya,Chunky Panday
3696,7383,Kasauti,1974,131.0,"Drama, Romance",5.9,115,Aravind Sen,Hema Malini,Amitabh Bachchan,Pran
3697,7385,Kasba,1991,121.0,Drama,7.0,49,Kumar Shahani,Navjot Hansra,K.K. Raina,Manohar Singh
3698,7386,Kash... Aap Hamare Hote,2003,133.43912352005654,"Family, Musical, Romance",5.0,86,Ravindra Peepat,Juhi Babbar,Sonu Nigam,Om Puri
3699,7387,Kashmakash,1973,134.0,"Action, Family, Mystery",5.4,13,Feroz Chinoy,Feroz Khan,Rekha,Shatrughan Sinha
3700,7391,Kashmir Daily,2018,148.0,"Drama, Thriller",6.7,23,Hussein Khan,Zameer Ashai,Shahid Gulfam,Hussein Khan
3701,7392,Kashmir Ki Kali,1964,168.0,"Comedy, Musical, Romance",7.1,487,Shakti Samanta,Shammi Kapoor,Sharmila Tagore,Pran
3702,7396,Kasme Vaade,1978,133.43912352005654,"Action, Crime, Drama",6.6,411,Ramesh Behl,Rakhee Gulzar,Amitabh Bachchan,Randhir Kapoor
3703,7397,Kasoor,2001,151.0,"Drama, Mystery, Thriller",6.0,937,Vikram Bhatt,Divya Dutta,Sucheta Paushe,Lisa Ray
3704,7401,Kasturi,1980,133.43912352005654,Drama,5.6,11,Bimal Dutta,Agha,Mithun Chakraborty,Arvind Deshpande
3705,7402,Kath Putli,1957,152.0,"Drama, Family",6.9,29,Nitin Bose,Amiya Chakrabarty,Vyjayanthimala,Balraj Sahni
3706,7403,Katha,1983,141.0,"Comedy, Drama",7.8,1113,Sai Paranjape,Naseeruddin Shah,Farooq Shaikh,Deepti Naval
3707,7407,Kathor,2018,110.0,Drama,5.6,10,Karan Kashyap,Lalit Parimoo,Sheetal Dimri,Abhisek Pandey
3708,7409,Kathputli,1971,148.0,"Drama, Romance",6.9,34,Brij,Jeetendra,Mumtaz,Helen
3709,7411,Kati Patang,1970,167.0,"Drama, Family, Musical",7.2,946,Shakti Samanta,Rajesh Khanna,Asha Parekh,Prem Chopra
3710,7414,Katilon Ke Kaatil,1981,199.0,"Action, Comedy, Drama",6.4,92,Anil Hingorani,Arjun Hingorani,Dharmendra,Rishi Kapoor
3711,7415,Katiyabaaz,2013,84.0,"Documentary, Drama",7.8,485,Deepti Kakkar,Fahad Mustafa,Ritu Maheshwari,Loha Singh
3712,7416,Katputtli,2006,119.0,Thriller,5.6,24,Sanjay Khanna,Milind Soman,Mink Singh,Sameer Dharmadhikari
3713,7418,Katti Batti,2015,135.0,"Comedy, Drama, Romance",4.9,2856,Nikkhil Advani,Imran Khan,Kangana Ranaut,Suhaas Ahuja
3714,7420,Kaun Apna Kaun Paraya,1963,133.43912352005654,"Drama, Family",4.7,9,Niranjan,Waheeda Rehman,Vijay Kumar,Johnny Walker
3715,7422,Kaun Hai Jo Sapno Mein Aaya,2004,127.0,Musical,5.1,46,Rajesh Bhatt,Richa Pallod,Anupam Kher,Kader Khan
3716,7427,Kaun Jeeta Kaun Haara,1987,119.0,"Comedy, Drama",5.9,29,Rakesh Kumar,Tinnu Anand,Amitabh Bachchan,Bhavana Balsawar
3717,7428,Kaun Kare Kurbanie,1991,154.0,"Action, Crime, Drama",3.2,49,Arjun Hingorani,Dharmendra,Govinda,Anita Raj
3718,7431,Kaun Kitney Paani Mein,2015,112.0,"Comedy, Drama, Family",6.1,458,Nila Madhab Panda,Kunal Kapoor,Radhika Apte,Saurabh Shukla
3719,7432,Kaun Kitney Pani Mein,1987,133.43912352005654,"Action, Thriller",6.4,33,Shibu Mitra,Mahendra Sandhu,Brahmachari,Mohan Choti
3720,7435,Kaun Rokega Mujhe,1997,123.0,"Action, Thriller",3.8,18,Kamal Raj Bhasin,Coca Cola,Sadashiv Amrapurkar,Asrani
3721,7436,Kaun Sachcha Kaun Jhootha,1997,130.0,"Drama, Mystery, Thriller",5.5,101,Partho Ghosh,Rishi Kapoor,Sridevi,Suresh Oberoi
3722,7438,Kaun?,1999,90.0,"Mystery, Thriller",7.8,3764,Ram Gopal Varma,Urmila Matondkar,Manoj Bajpayee,Sushant Singh
3723,7439,Kaun? Kaisey?,1983,127.0,Crime,6.4,45,Neelu Arora,Beena Bannerjee,Bina,Ardhendu Bose
3724,7442,Kavi,1954,133.43912352005654,Romance,3.6,8,Debaki Bose,Bharat Bhushan,Geeta Bali,Nalini Jaywant
